,dteday,hr,weathersit,temp,atemp,hum,windspeed,casual,cnt
13579,2012-07-25,0,1,0.72,0.6667,0.58,0.2985,9,66
4732,2011-07-21,2,2,0.74,0.7273,0.84,0.2239,2,6
9461,2012-02-04,3,1,0.24,0.2879,0.75,0.0,1,18
12473,2012-06-08,22,1,0.68,0.6364,0.41,0.1045,61,291
1394,2011-03-03,9,1,0.16,0.1364,0.37,0.2836,10,145
13042,2012-07-02,15,1,0.84,0.7424,0.36,0.19399999999999998,59,234
12201,2012-05-28,14,1,0.8,0.7879,0.63,0.2836,238,465
12582,2012-06-13,11,2,0.66,0.6212,0.54,0.4478,64,246
9989,2012-02-26,6,1,0.22,0.19699999999999998,0.44,0.3284,0,2
11171,2012-04-15,16,1,0.72,0.6515,0.39,0.3582,286,616
9633,2012-02-11,8,3,0.22,0.2273,0.93,0.1343,1,78
10574,2012-03-21,17,1,0.6,0.5909,0.69,0.0896,113,729
17267,2012-12-27,8,1,0.26,0.2273,0.65,0.3582,2,208
12003,2012-05-20,8,1,0.56,0.5303,0.56,0.1642,51,171
5631,2011-08-27,13,3,0.66,0.6061,0.83,0.3881,10,43
15201,2012-09-30,14,1,0.62,0.6212,0.41,0.2537,208,612
15476,2012-10-12,1,1,0.4,0.4091,0.66,0.0896,8,37
9465,2012-02-04,7,2,0.24,0.2424,0.87,0.1343,1,28
6563,2011-10-06,1,1,0.48,0.4697,0.63,0.19399999999999998,5,22
4703,2011-07-19,21,1,0.74,0.7121,0.74,0.1343,47,241
15282,2012-10-03,23,2,0.66,0.6061,0.78,0.0,21,220
1712,2011-03-17,0,1,0.38,0.3939,0.66,0.2537,4,23
17179,2012-12-23,14,1,0.34,0.303,0.31,0.2985,57,175
955,2011-02-12,10,1,0.22,0.2121,0.41,0.2537,13,84
6675,2011-10-10,17,2,0.66,0.6212,0.54,0.1045,125,459
3453,2011-05-28,19,1,0.7,0.6515,0.65,0.19399999999999998,99,252
9579,2012-02-09,2,1,0.22,0.2273,0.8,0.1343,0,2
10971,2012-04-07,7,1,0.32,0.303,0.33,0.2836,14,54
12803,2012-06-22,16,1,0.9,0.8029999999999999,0.31,0.2239,67,380
16277,2012-11-15,23,2,0.32,0.3182,0.61,0.1642,7,125
8595,2011-12-29,22,1,0.28,0.2879,0.65,0.1343,7,55
2071,2011-04-01,4,2,0.24,0.2273,0.93,0.2537,0,3
956,2011-02-12,11,1,0.3,0.2727,0.28,0.3284,30,114
10169,2012-03-04,19,1,0.3,0.2576,0.36,0.4925,12,132
158,2011-01-07,21,1,0.18,0.19699999999999998,0.47,0.1343,0,39
14036,2012-08-13,1,1,0.66,0.6212,0.65,0.0896,3,14
7005,2011-10-24,12,2,0.52,0.5,0.68,0.1045,64,220
12080,2012-05-23,13,2,0.66,0.6212,0.74,0.1642,69,270
13643,2012-07-27,16,1,0.84,0.7727,0.47,0.2239,80,499
9094,2012-01-19,20,1,0.26,0.2121,0.52,0.4478,7,191
352,2011-01-16,4,1,0.26,0.2576,0.56,0.1642,0,1
13518,2012-07-22,11,2,0.66,0.6212,0.74,0.0,191,505
6078,2011-09-15,20,1,0.46,0.4545,0.63,0.3284,25,248
6236,2011-09-22,10,2,0.64,0.5758,0.89,0.2239,19,120
12732,2012-06-19,17,1,0.8,0.7576,0.55,0.19399999999999998,86,811
12322,2012-06-02,15,1,0.64,0.6212,0.38,0.2537,297,702
8946,2012-01-13,15,1,0.26,0.2121,0.33,0.5821,15,138
14025,2012-08-12,14,1,0.76,0.6818,0.4,0.19399999999999998,213,579
11163,2012-04-15,8,1,0.52,0.5,0.59,0.0,33,97
9274,2012-01-27,8,3,0.5,0.4848,0.88,0.2836,14,220
2920,2011-05-06,14,1,0.6,0.6212,0.4,0.4478,86,213
8503,2011-12-26,0,1,0.22,0.2273,0.75,0.1642,5,11
4644,2011-07-17,10,1,0.74,0.6818,0.6,0.2239,127,304
661,2011-01-30,21,2,0.24,0.2424,0.7,0.1642,3,28
7057,2011-10-26,16,2,0.52,0.5,0.77,0.0896,17,213
10181,2012-03-05,7,1,0.18,0.19699999999999998,0.59,0.1343,7,260
3665,2011-06-06,15,1,0.8,0.6970000000000001,0.29,0.19399999999999998,38,165
7979,2011-12-04,3,1,0.28,0.3182,0.75,0.0,7,41
306,2011-01-14,6,1,0.1,0.1818,0.54,0.0,0,17
10527,2012-03-19,18,1,0.64,0.6212,0.57,0.2537,120,801
4790,2011-07-23,12,1,0.92,0.8636,0.37,0.1045,71,235
2356,2011-04-13,2,3,0.4,0.4091,1.0,0.2985,0,2
11894,2012-05-15,19,1,0.66,0.6212,0.69,0.1642,57,512
11996,2012-05-20,1,1,0.56,0.5303,0.52,0.0,28,130
1927,2011-03-26,2,1,0.22,0.2121,0.44,0.2239,4,25
17094,2012-12-20,1,1,0.32,0.3485,0.66,0.0,1,20
3427,2011-05-27,17,1,0.74,0.6818,0.58,0.3881,77,491
8941,2012-01-13,10,1,0.24,0.19699999999999998,0.44,0.4478,2,103
3638,2011-06-05,12,2,0.64,0.6061,0.69,0.1045,123,335
15506,2012-10-13,7,1,0.3,0.303,0.61,0.1642,10,70
16243,2012-11-14,13,1,0.36,0.3333,0.43,0.2537,32,214
1266,2011-02-25,22,1,0.26,0.2121,0.48,0.4478,7,50
13612,2012-07-26,9,2,0.72,0.6818,0.7,0.1343,55,344
1560,2011-03-10,11,3,0.4,0.4091,0.0,0.2537,6,11
11148,2012-04-14,17,2,0.62,0.6212,0.33,0.2537,251,560
11787,2012-05-11,8,1,0.46,0.4545,0.44,0.2537,41,620
10326,2012-03-11,9,1,0.26,0.2576,0.6,0.2239,20,90
7179,2011-10-31,18,1,0.4,0.4091,0.66,0.0896,30,422
15349,2012-10-06,18,1,0.52,0.5,0.48,0.4179,183,495
15313,2012-10-05,6,1,0.52,0.5,0.83,0.0,4,137
13258,2012-07-11,15,1,0.8,0.7121,0.41,0.2537,56,276
4109,2011-06-25,3,1,0.64,0.6212,0.57,0.19399999999999998,18,39
13161,2012-07-07,14,2,0.96,0.8636,0.3,0.1343,105,308
7867,2011-11-29,11,3,0.5,0.4848,0.88,0.2985,1,11
4904,2011-07-28,6,1,0.7,0.6515,0.7,0.0896,6,116
7294,2011-11-05,13,1,0.4,0.4091,0.37,0.1045,148,355
514,2011-01-23,13,1,0.14,0.1061,0.33,0.3881,12,87
894,2011-02-09,18,2,0.18,0.1667,0.47,0.2985,2,170
8601,2011-12-30,4,1,0.24,0.2576,0.7,0.0896,0,2
21,2011-01-01,21,2,0.4,0.4091,0.87,0.19399999999999998,3,34
11577,2012-05-02,14,1,0.62,0.6061,0.69,0.0896,51,240
17331,2012-12-30,0,2,0.26,0.2576,0.6,0.1642,0,41
899,2011-02-09,23,3,0.16,0.1515,0.8,0.19399999999999998,0,37
207,2011-01-09,22,1,0.14,0.1212,0.46,0.2985,5,15
16507,2012-11-25,13,2,0.26,0.2576,0.41,0.1642,37,195
458,2011-01-21,3,3,0.22,0.2121,0.8,0.2985,0,1
10246,2012-03-08,0,1,0.44,0.4394,0.62,0.3284,11,46
2430,2011-04-16,4,2,0.36,0.3485,0.87,0.2239,1,5
8442,2011-12-23,10,1,0.4,0.4091,0.62,0.3582,8,104
12398,2012-06-05,19,1,0.58,0.5455,0.46,0.2537,68,513
13629,2012-07-27,2,1,0.7,0.6667,0.79,0.1343,8,26
9299,2012-01-28,9,1,0.22,0.2727,0.8,0.0,13,158
3389,2011-05-26,3,1,0.6,0.5455,0.88,0.0896,0,4
14171,2012-08-18,16,1,0.76,0.6667,0.37,0.2537,287,641
9905,2012-02-22,18,2,0.48,0.4697,0.41,0.3284,42,525
3911,2011-06-16,21,3,0.62,0.5758,0.83,0.2537,34,188
5383,2011-08-17,5,1,0.64,0.6061,0.73,0.0,0,28
8907,2012-01-12,0,3,0.34,0.3333,0.93,0.19399999999999998,0,3
15729,2012-10-22,14,1,0.62,0.6061,0.27,0.19399999999999998,73,282
552,2011-01-25,5,1,0.14,0.1364,0.74,0.2239,0,9
9631,2012-02-11,6,3,0.22,0.2273,0.93,0.1343,1,9
10462,2012-03-17,1,2,0.44,0.4394,0.94,0.0,12,69
15718,2012-10-22,3,1,0.4,0.4091,0.62,0.0,1,6
3144,2011-05-15,22,1,0.56,0.5303,0.83,0.0,29,117
6917,2011-10-20,20,2,0.46,0.4545,0.51,0.3284,34,241
2056,2011-03-31,13,3,0.3,0.303,0.87,0.1343,13,68
1925,2011-03-26,0,2,0.26,0.2424,0.38,0.2836,3,28
634,2011-01-29,17,1,0.24,0.2879,0.6,0.0,9,91
6082,2011-09-16,0,1,0.42,0.4242,0.71,0.2239,5,48
8508,2011-12-26,6,1,0.32,0.303,0.45,0.2836,0,4
16781,2012-12-07,0,1,0.24,0.2576,0.7,0.1045,3,48
17117,2012-12-21,0,3,0.42,0.4242,0.88,0.2985,0,17
13616,2012-07-26,13,1,0.86,0.8333,0.53,0.2985,53,242
8619,2011-12-30,22,2,0.34,0.3333,0.71,0.1642,7,85
15928,2012-11-01,9,3,0.36,0.3636,0.57,0.1045,21,331
105,2011-01-05,14,1,0.3,0.2879,0.28,0.19399999999999998,10,62
3041,2011-05-11,15,1,0.64,0.6212,0.41,0.0,48,179
12430,2012-06-07,3,1,0.5,0.4848,0.77,0.1045,0,5
10361,2012-03-12,20,2,0.56,0.5303,0.49,0.2239,49,286
1709,2011-03-16,21,2,0.42,0.4242,0.58,0.2836,3,78
89,2011-01-04,21,1,0.22,0.2727,0.64,0.0,0,48
7014,2011-10-24,21,1,0.46,0.4545,0.87,0.1045,12,126
15525,2012-10-14,2,1,0.4,0.4091,0.76,0.0896,8,66
10433,2012-03-15,20,2,0.58,0.5455,0.6,0.3582,60,330
3174,2011-05-17,4,3,0.54,0.5152,0.94,0.2537,2,4
917,2011-02-10,18,1,0.16,0.1818,0.28,0.1343,3,160
7833,2011-11-28,0,1,0.46,0.4545,0.77,0.2836,6,16
14451,2012-08-30,8,1,0.66,0.6212,0.65,0.0,53,754
6732,2011-10-13,2,2,0.54,0.5152,0.94,0.0,0,4
1949,2011-03-27,0,2,0.26,0.2576,0.41,0.1642,5,31
12236,2012-05-30,1,3,0.64,0.5758,0.89,0.19399999999999998,0,4
14056,2012-08-13,21,1,0.72,0.6818,0.66,0.19399999999999998,44,290
11040,2012-04-10,4,1,0.34,0.3333,0.71,0.1343,0,2
6368,2011-09-27,22,1,0.6,0.5455,0.88,0.0896,19,121
1,2011-01-01,1,1,0.22,0.2727,0.8,0.0,8,40
8032,2011-12-06,8,2,0.46,0.4545,0.94,0.19399999999999998,13,414
14331,2012-08-25,8,2,0.66,0.6212,0.74,0.2537,29,162
12529,2012-06-11,6,1,0.62,0.5758,0.83,0.1045,8,144
6047,2011-09-14,13,1,0.76,0.6970000000000001,0.55,0.2537,39,178
9127,2012-01-21,5,3,0.16,0.1818,0.86,0.1045,0,2
8905,2012-01-11,22,3,0.34,0.3333,0.87,0.19399999999999998,0,49
2720,2011-04-28,6,2,0.64,0.5909,0.78,0.4627,7,86
14427,2012-08-29,8,1,0.66,0.6212,0.61,0.1642,28,808
13397,2012-07-17,10,2,0.84,0.7879,0.49,0.19399999999999998,37,159
13621,2012-07-26,18,1,0.92,0.8788,0.4,0.3582,73,688
8783,2012-01-06,19,1,0.46,0.4545,0.33,0.2836,11,272
17231,2012-12-25,20,2,0.32,0.303,0.66,0.2836,11,40
3117,2011-05-14,19,3,0.54,0.5152,0.94,0.1343,69,248
11128,2012-04-13,21,1,0.5,0.4848,0.36,0.0,36,189
16939,2012-12-13,14,1,0.36,0.3485,0.34,0.1642,31,242
10640,2012-03-24,11,2,0.5,0.4848,0.94,0.19399999999999998,98,273
9768,2012-02-16,23,1,0.32,0.3333,0.81,0.0896,3,73
13399,2012-07-17,12,2,0.9,0.8182,0.35,0.0,80,254
3762,2011-06-10,16,1,0.82,0.7879,0.56,0.2985,46,285
213,2011-01-10,4,1,0.1,0.1212,0.54,0.1343,1,3
778,2011-02-04,21,2,0.24,0.2424,0.7,0.1642,2,43
16677,2012-12-02,16,2,0.44,0.4394,0.67,0.1045,85,443
3496,2011-05-30,14,1,0.88,0.8029999999999999,0.39,0.0,142,327
16362,2012-11-19,12,2,0.4,0.4091,0.62,0.2836,35,242
2043,2011-03-31,0,3,0.24,0.2273,0.93,0.2239,0,3
15136,2012-09-27,21,3,0.62,0.5758,0.83,0.2985,18,253
8920,2012-01-12,13,1,0.42,0.4242,0.77,0.1642,13,183
5420,2011-08-18,18,3,0.76,0.6970000000000001,0.55,0.2537,48,274
6154,2011-09-19,0,2,0.52,0.5,0.72,0.1642,14,37
9759,2012-02-16,14,3,0.32,0.3182,0.81,0.19399999999999998,1,31
8357,2011-12-19,21,2,0.36,0.3485,0.53,0.1343,15,127
12894,2012-06-26,11,1,0.64,0.6212,0.36,0.4179,46,235
11758,2012-05-10,3,1,0.46,0.4545,0.88,0.2239,0,3
16163,2012-11-11,5,1,0.3,0.303,0.87,0.1343,0,12
12625,2012-06-15,6,1,0.54,0.5152,0.83,0.1343,9,151
13631,2012-07-27,4,1,0.7,0.6667,0.79,0.0,3,8
10205,2012-03-06,7,1,0.16,0.1818,0.55,0.1343,5,275
8465,2011-12-24,9,1,0.3,0.2727,0.45,0.4179,3,56
12052,2012-05-22,9,2,0.6,0.5606,0.83,0.1045,46,333
4167,2011-06-27,13,2,0.72,0.6667,0.58,0.2239,37,164
10960,2012-04-06,20,1,0.46,0.4545,0.24,0.2836,61,252
3788,2011-06-11,18,2,0.72,0.6818,0.62,0.1343,131,286
13375,2012-07-16,12,1,0.84,0.7879,0.49,0.1343,79,237
8586,2011-12-29,13,2,0.28,0.2879,0.52,0.1045,36,131
583,2011-01-26,14,3,0.22,0.19699999999999998,0.93,0.3582,0,36
5463,2011-08-20,13,1,0.76,0.6970000000000001,0.55,0.1343,158,378
17364,2012-12-31,9,2,0.18,0.2121,0.64,0.1045,13,157
116,2011-01-06,1,1,0.16,0.2273,0.64,0.0,0,4
6644,2011-10-09,10,1,0.56,0.5303,0.68,0.0896,155,365
5109,2011-08-05,19,1,0.74,0.6818,0.55,0.2537,90,372
15061,2012-09-24,18,1,0.54,0.5152,0.37,0.1642,95,853
7099,2011-10-28,10,1,0.34,0.3182,0.57,0.2239,28,130
17193,2012-12-24,5,1,0.18,0.19699999999999998,0.8,0.1343,0,9
16489,2012-11-24,19,1,0.26,0.2424,0.41,0.2537,9,83
8712,2012-01-03,20,1,0.12,0.1212,0.33,0.2537,0,115
1763,2011-03-19,4,1,0.52,0.5,0.34,0.4179,1,3
1875,2011-03-23,22,2,0.32,0.3182,0.93,0.1642,6,44
13547,2012-07-23,16,1,0.82,0.7727,0.52,0.1343,111,457
12157,2012-05-26,18,2,0.76,0.6970000000000001,0.52,0.19399999999999998,199,415
11536,2012-04-30,21,2,0.52,0.5,0.59,0.19399999999999998,26,221
14790,2012-09-13,11,1,0.66,0.6212,0.5,0.1642,71,254
10445,2012-03-16,8,2,0.4,0.4091,0.87,0.2239,28,562
15069,2012-09-25,2,1,0.42,0.4242,0.77,0.1343,5,14
3224,2011-05-19,6,2,0.5,0.4848,0.94,0.0,17,103
526,2011-01-24,1,1,0.04,0.0455,0.45,0.19399999999999998,0,1
7725,2011-11-23,12,1,0.48,0.4697,0.55,0.4179,9,160
15251,2012-10-02,16,3,0.62,0.5606,0.88,0.1343,46,374
2946,2011-05-07,16,1,0.6,0.6212,0.38,0.19399999999999998,119,342
4473,2011-07-10,7,1,0.7,0.6515,0.7,0.0896,27,65
12091,2012-05-24,0,1,0.6,0.5606,0.83,0.0896,7,56
5655,2011-08-29,2,1,0.6,0.5909,0.69,0.19399999999999998,8,13
8884,2012-01-11,1,1,0.24,0.2576,0.87,0.0896,1,7
6059,2011-09-15,1,1,0.64,0.6061,0.69,0.1642,0,20
959,2011-02-12,14,1,0.34,0.3182,0.31,0.2836,30,120
12636,2012-06-15,17,1,0.74,0.6515,0.37,0.2836,125,823
14722,2012-09-10,15,1,0.66,0.6212,0.31,0.3881,115,346
6342,2011-09-26,20,1,0.64,0.5758,0.89,0.1343,24,251
14323,2012-08-25,0,2,0.7,0.6515,0.61,0.0,21,135
3633,2011-06-05,7,2,0.6,0.5909,0.73,0.2537,8,27
13997,2012-08-11,10,1,0.72,0.6818,0.62,0.0896,125,407
1050,2011-02-16,12,1,0.38,0.3939,0.32,0.3284,14,86
8782,2012-01-06,18,1,0.5,0.4848,0.29,0.2537,28,419
8711,2012-01-03,19,1,0.12,0.0909,0.28,0.4179,4,156
3380,2011-05-25,18,1,0.72,0.6667,0.58,0.2239,66,517
3676,2011-06-07,2,1,0.6,0.5909,0.73,0.0896,3,5
5776,2011-09-03,3,1,0.62,0.5909,0.73,0.1642,17,35
984,2011-02-13,16,2,0.42,0.4242,0.28,0.3284,28,134
6573,2011-10-06,11,1,0.54,0.5152,0.49,0.0,29,144
5179,2011-08-08,17,1,0.86,0.7727,0.39,0.1642,67,527
1607,2011-03-12,11,1,0.34,0.303,0.49,0.3284,36,119
3610,2011-06-04,8,1,0.6,0.6212,0.46,0.0896,29,125
2255,2011-04-08,20,2,0.3,0.2727,0.93,0.3284,12,63
6635,2011-10-09,1,1,0.46,0.4545,0.88,0.0,15,78
17376,2012-12-31,21,1,0.26,0.2576,0.6,0.1642,7,90
10001,2012-02-26,18,1,0.34,0.3182,0.36,0.2836,17,216
15883,2012-10-29,0,3,0.44,0.4394,0.88,0.3582,2,22
791,2011-02-05,10,3,0.2,0.2121,1.0,0.1343,3,34
8984,2012-01-15,5,2,0.16,0.1364,0.47,0.3284,0,5
3056,2011-05-12,6,1,0.44,0.4394,0.88,0.0,9,112
10047,2012-02-28,16,1,0.42,0.4242,0.28,0.0896,17,287
15522,2012-10-13,23,1,0.42,0.4242,0.58,0.2985,27,125
1980,2011-03-28,9,2,0.22,0.2121,0.32,0.2239,12,121
11425,2012-04-26,6,2,0.48,0.4697,0.63,0.2537,5,127
3598,2011-06-03,20,1,0.64,0.6212,0.29,0.1642,57,293
933,2011-02-11,12,1,0.22,0.2273,0.47,0.1343,7,71
12155,2012-05-26,16,1,0.78,0.7273,0.55,0.2537,261,504
15942,2012-11-01,23,1,0.34,0.3333,0.57,0.1642,8,120
7424,2011-11-10,23,2,0.34,0.3333,0.57,0.1642,9,82
5626,2011-08-27,8,2,0.7,0.6667,0.84,0.2537,14,76
13698,2012-07-29,23,1,0.7,0.6515,0.7,0.0,18,100
15812,2012-10-26,1,2,0.52,0.5,0.88,0.0896,4,36
14264,2012-08-22,13,1,0.76,0.6818,0.48,0.1045,74,316
1682,2011-03-15,17,2,0.36,0.3485,0.62,0.19399999999999998,22,217
4179,2011-06-28,1,1,0.66,0.6212,0.74,0.0,5,13
12218,2012-05-29,7,1,0.66,0.6061,0.78,0.2239,19,450
13156,2012-07-07,9,1,0.84,0.8333,0.59,0.1642,69,256
6446,2011-10-01,4,1,0.44,0.4394,0.58,0.4179,2,8
4116,2011-06-25,10,1,0.72,0.6515,0.45,0.19399999999999998,99,302
988,2011-02-13,20,1,0.4,0.4091,0.35,0.3284,15,47
11703,2012-05-07,20,1,0.54,0.5152,0.52,0.2836,46,323
15083,2012-09-25,16,1,0.66,0.6212,0.39,0.2985,59,495
11645,2012-05-05,10,1,0.66,0.6212,0.65,0.1343,148,432
2896,2011-05-05,14,1,0.54,0.5152,0.28,0.4478,19,154
3778,2011-06-11,8,1,0.74,0.6818,0.58,0.19399999999999998,32,143
5658,2011-08-29,5,1,0.56,0.5303,0.73,0.1343,0,17
11722,2012-05-08,15,3,0.62,0.5909,0.73,0.2537,40,134
3093,2011-05-13,19,2,0.52,0.5,0.83,0.19399999999999998,25,270
3155,2011-05-16,9,1,0.6,0.5909,0.69,0.19399999999999998,38,194
13261,2012-07-11,18,1,0.78,0.6818,0.38,0.2537,79,814
13998,2012-08-11,11,1,0.74,0.6970000000000001,0.66,0.1642,203,499
11393,2012-04-24,22,1,0.44,0.4394,0.35,0.1045,8,157
1823,2011-03-21,17,2,0.54,0.5152,0.64,0.2537,41,272
7027,2011-10-25,10,1,0.5,0.4848,0.51,0.2537,26,128
1098,2011-02-18,12,1,0.5,0.4848,0.59,0.19399999999999998,59,185
10396,2012-03-14,7,1,0.44,0.4394,0.82,0.1045,20,368
2844,2011-05-03,10,2,0.64,0.6061,0.69,0.3582,36,127
9078,2012-01-19,4,1,0.12,0.1515,0.54,0.1045,0,1
3342,2011-05-24,4,1,0.6,0.5455,0.88,0.1045,1,4
38,2011-01-02,15,3,0.34,0.3333,0.81,0.1642,19,74
15848,2012-10-27,13,1,0.6,0.6212,0.43,0.2537,310,760
6540,2011-10-05,2,1,0.46,0.4545,0.82,0.1642,1,3
16849,2012-12-09,20,3,0.36,0.3636,1.0,0.0896,6,108
14288,2012-08-23,13,1,0.82,0.7273,0.38,0.0896,93,346
8707,2012-01-03,15,1,0.16,0.1212,0.37,0.4179,9,77
3356,2011-05-24,18,1,0.7,0.6515,0.7,0.19399999999999998,74,564
13025,2012-07-01,22,1,0.82,0.7424,0.43,0.1343,41,151
9645,2012-02-11,20,2,0.16,0.1212,0.43,0.5522,1,63
11745,2012-05-09,14,2,0.64,0.6212,0.53,0.2537,68,243
11801,2012-05-11,22,1,0.56,0.5303,0.35,0.2239,44,234
14294,2012-08-23,19,1,0.72,0.6667,0.51,0.0896,96,633
12857,2012-06-24,22,1,0.74,0.6818,0.55,0.1045,53,178
10698,2012-03-26,21,1,0.38,0.3939,0.25,0.4925,11,186
11186,2012-04-16,7,1,0.52,0.5,0.83,0.1343,20,387
12191,2012-05-28,4,1,0.6,0.5758,0.78,0.1343,2,6
14414,2012-08-28,19,1,0.74,0.6667,0.45,0.1642,82,597
15214,2012-10-01,3,1,0.44,0.4394,0.77,0.0,1,7
7813,2011-11-27,4,1,0.34,0.3485,0.87,0.1045,0,4
17158,2012-12-22,17,1,0.28,0.2576,0.41,0.2985,15,114
9098,2012-01-20,0,2,0.26,0.2273,0.48,0.2985,3,27
8220,2011-12-14,4,1,0.26,0.303,0.75,0.0,0,4
16742,2012-12-05,9,2,0.44,0.4394,0.51,0.2239,26,388
10699,2012-03-26,22,1,0.36,0.3333,0.25,0.3582,13,93
2428,2011-04-16,2,2,0.36,0.3485,0.87,0.1343,5,24
5043,2011-08-03,1,2,0.78,0.7121,0.52,0.1642,7,16
5346,2011-08-15,16,1,0.74,0.6818,0.55,0.3284,58,283
8954,2012-01-13,23,1,0.18,0.1818,0.47,0.19399999999999998,5,65
11939,2012-05-17,16,1,0.66,0.6212,0.31,0.19399999999999998,86,430
4811,2011-07-24,9,1,0.82,0.7879,0.56,0.3881,42,154
8476,2011-12-24,20,1,0.26,0.2727,0.56,0.1343,5,24
686,2011-01-31,22,2,0.16,0.1818,0.59,0.1045,0,34
4799,2011-07-23,21,1,0.82,0.8029999999999999,0.59,0.2239,39,154
7437,2011-11-11,12,1,0.34,0.2879,0.42,0.4627,41,239
2353,2011-04-12,23,2,0.4,0.4091,0.94,0.2537,8,39
6353,2011-09-27,7,2,0.62,0.5455,0.94,0.1045,15,249
11383,2012-04-24,12,1,0.48,0.4697,0.29,0.3881,36,224
4569,2011-07-14,7,1,0.62,0.6212,0.53,0.2537,23,334
8213,2011-12-13,21,1,0.3,0.303,0.52,0.1642,5,139
2752,2011-04-29,14,1,0.6,0.6212,0.35,0.3284,58,248
9077,2012-01-19,3,1,0.12,0.1515,0.54,0.1045,0,4
8073,2011-12-08,1,1,0.26,0.2273,0.81,0.3582,1,7
14736,2012-09-11,5,1,0.46,0.4545,0.72,0.0896,3,44
9109,2012-01-20,11,2,0.2,0.1818,0.32,0.3582,6,123
14859,2012-09-16,8,1,0.54,0.5152,0.64,0.1642,34,128
1040,2011-02-16,1,1,0.2,0.2273,0.44,0.0896,0,9
16981,2012-12-15,8,2,0.26,0.2879,0.75,0.0896,8,119
13018,2012-07-01,15,1,0.9,0.8182,0.37,0.2836,101,345
7491,2011-11-13,18,1,0.52,0.5,0.27,0.3284,35,190
1265,2011-02-25,21,1,0.28,0.2576,0.48,0.3881,7,63
12771,2012-06-21,8,1,0.74,0.6970000000000001,0.7,0.0,27,590
1887,2011-03-24,10,2,0.26,0.2273,0.93,0.3284,10,65
7059,2011-10-26,18,1,0.52,0.5,0.77,0.1642,55,453
13507,2012-07-22,0,2,0.6,0.5455,0.88,0.1045,17,113
277,2011-01-13,0,1,0.14,0.1212,0.59,0.2836,1,7
5084,2011-08-04,18,1,0.7,0.6667,0.74,0.2985,88,523
10276,2012-03-09,6,2,0.4,0.4091,0.5,0.3582,2,85
9437,2012-02-03,3,1,0.28,0.2576,0.56,0.2985,0,4
2382,2011-04-14,4,1,0.34,0.3636,0.76,0.0,1,9
571,2011-01-26,0,2,0.22,0.2273,0.69,0.1343,3,17
1435,2011-03-05,2,2,0.3,0.2879,0.87,0.19399999999999998,5,20
12094,2012-05-24,3,2,0.6,0.5455,0.88,0.1045,1,4
13281,2012-07-12,14,1,0.78,0.6818,0.33,0.2239,42,209
9439,2012-02-03,5,1,0.26,0.2576,0.6,0.2239,0,17
5352,2011-08-15,22,1,0.66,0.6212,0.69,0.2537,22,98
12873,2012-06-25,14,1,0.78,0.6970000000000001,0.43,0.2537,90,251
11718,2012-05-08,11,2,0.6,0.6061,0.64,0.3881,60,217
14749,2012-09-11,18,1,0.64,0.6212,0.36,0.1642,110,877
10706,2012-03-27,5,1,0.22,0.2121,0.37,0.2836,1,17
5445,2011-08-19,19,3,0.62,0.5909,0.73,0.4627,33,165
1007,2011-02-14,15,1,0.56,0.5303,0.21,0.6567,19,90
12962,2012-06-29,7,1,0.7,0.6515,0.61,0.1045,19,380
14700,2012-09-09,17,1,0.7,0.6364,0.37,0.2537,213,671
15191,2012-09-30,4,1,0.46,0.4545,0.67,0.0896,1,7
4543,2011-07-13,5,1,0.74,0.6818,0.58,0.19399999999999998,4,26
12987,2012-06-30,8,1,0.64,0.5758,0.89,0.1642,26,194
16361,2012-11-19,11,2,0.38,0.3939,0.66,0.2537,33,197
15582,2012-10-16,11,1,0.5,0.4848,0.45,0.4179,56,228
16959,2012-12-14,10,1,0.26,0.2576,0.81,0.19399999999999998,28,190
2064,2011-03-31,21,2,0.28,0.2727,0.93,0.1642,7,60
13544,2012-07-23,13,2,0.8,0.7424,0.52,0.1045,64,240
1136,2011-02-20,2,1,0.24,0.19699999999999998,0.41,0.5522,0,17
9882,2012-02-21,19,1,0.36,0.3333,0.46,0.2985,5,304
11309,2012-04-21,10,1,0.6,0.6061,0.64,0.2836,183,482
13836,2012-08-04,17,1,0.88,0.7879,0.37,0.2985,179,492
5343,2011-08-15,13,1,0.78,0.7121,0.52,0.2836,53,193
10177,2012-03-05,3,1,0.22,0.2273,0.51,0.1642,0,1
294,2011-01-13,17,1,0.2,0.1818,0.4,0.2836,4,162
9739,2012-02-15,18,1,0.4,0.4091,0.4,0.2239,9,468
10204,2012-03-06,6,1,0.18,0.2121,0.51,0.1045,3,102
8780,2012-01-06,16,1,0.52,0.5,0.27,0.2836,35,294
11521,2012-04-30,6,1,0.4,0.4091,0.47,0.19399999999999998,2,123
2403,2011-04-15,1,1,0.44,0.4394,0.62,0.0,6,15
10321,2012-03-11,4,1,0.24,0.2424,0.6,0.1343,7,22
3998,2011-06-20,12,2,0.62,0.6061,0.69,0.1045,33,162
9766,2012-02-16,21,2,0.34,0.3485,0.81,0.1045,3,145
3741,2011-06-09,19,2,0.84,0.7424,0.39,0.3284,55,326
11700,2012-05-07,17,2,0.6,0.6212,0.53,0.3284,102,769
6506,2011-10-03,16,2,0.4,0.4091,0.76,0.1045,16,218
2719,2011-04-28,5,2,0.62,0.5758,0.83,0.3881,0,13
16718,2012-12-04,9,1,0.46,0.4545,0.82,0.1045,19,336
